,clip_name,tools_present
8980,clip_008980,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
8981,clip_008981,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
8982,clip_008982,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
8983,clip_008983,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
8984,clip_008984,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
8985,clip_008985,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
8986,clip_008986,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
8987,clip_008987,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
8988,clip_008988,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
8989,clip_008989,"[bipolar forceps, nan, clip applier , cadiere forceps]"
8990,clip_008990,"[bipolar forceps, nan, clip applier , cadiere forceps]"
8991,clip_008991,"[bipolar forceps, nan, clip applier , cadiere forceps]"
8992,clip_008992,"[bipolar forceps, nan, clip applier , cadiere forceps]"
8993,clip_008993,"[bipolar forceps, nan, clip applier , cadiere forceps]"
8994,clip_008994,"[bipolar forceps, nan, clip applier , cadiere forceps]"
8995,clip_008995,"[bipolar forceps, nan, clip applier , cadiere forceps]"
8996,clip_008996,"[bipolar forceps, nan, vessel sealer, cadiere forceps]"
8997,clip_008997,"[bipolar forceps, nan, vessel sealer, cadiere forceps]"
8998,clip_008998,"[prograsp forceps, prograsp forceps, nan, bipolar forceps]"
8999,clip_008999,"[prograsp forceps, prograsp forceps, nan, bipolar forceps]"
9000,clip_009000,"[prograsp forceps, prograsp forceps, nan, bipolar forceps]"
9001,clip_009001,"[prograsp forceps, prograsp forceps, nan, bipolar forceps]"
9002,clip_009002,"[prograsp forceps, prograsp forceps, nan, clip applier ]"
9003,clip_009003,"[prograsp forceps, prograsp forceps, nan, clip applier ]"
9004,clip_009004,"[prograsp forceps, prograsp forceps, nan, clip applier ]"
9005,clip_009005,"[prograsp forceps, prograsp forceps, nan, clip applier ]"
9006,clip_009006,"[prograsp forceps, prograsp forceps, nan, clip applier ]"
9007,clip_009007,"[prograsp forceps, prograsp forceps, nan, clip applier ]"
9008,clip_009008,"[prograsp forceps, prograsp forceps, nan, monopolar curved scissors]"
9009,clip_009009,"[prograsp forceps, prograsp forceps, nan, monopolar curved scissors]"
9010,clip_009010,"[prograsp forceps, prograsp forceps, nan, clip applier ]"
9011,clip_009011,"[prograsp forceps, prograsp forceps, nan, monopolar curved scissors]"
9012,clip_009012,"[prograsp forceps, prograsp forceps, nan, permanent cautery hook/spatula]"
9013,clip_009013,"[prograsp forceps, prograsp forceps, nan, permanent cautery hook/spatula]"
9014,clip_009014,"[prograsp forceps, prograsp forceps, nan, permanent cautery hook/spatula]"
9015,clip_009015,"[prograsp forceps, prograsp forceps, nan, permanent cautery hook/spatula]"
9016,clip_009016,"[prograsp forceps, prograsp forceps, nan, permanent cautery hook/spatula]"
9017,clip_009017,"[prograsp forceps, prograsp forceps, nan, permanent cautery hook/spatula]"
9018,clip_009018,"[prograsp forceps, prograsp forceps, nan, permanent cautery hook/spatula]"
9019,clip_009019,"[prograsp forceps, prograsp forceps, nan, permanent cautery hook/spatula]"
9020,clip_009020,"[prograsp forceps, prograsp forceps, nan, permanent cautery hook/spatula]"
9021,clip_009021,"[prograsp forceps, prograsp forceps, nan, permanent cautery hook/spatula]"
9022,clip_009022,"[prograsp forceps, prograsp forceps, nan, permanent cautery hook/spatula]"
9023,clip_009023,"[prograsp forceps, prograsp forceps, nan, bipolar forceps]"
9024,clip_009024,"[prograsp forceps, prograsp forceps, nan, bipolar forceps]"
9025,clip_009025,"[prograsp forceps, prograsp forceps, nan, bipolar forceps]"
9026,clip_009026,"[prograsp forceps, prograsp forceps, nan, bipolar forceps]"
9027,clip_009027,"[prograsp forceps, prograsp forceps, nan, bipolar forceps]"
9028,clip_009028,"[prograsp forceps, prograsp forceps, nan, bipolar forceps]"
9029,clip_009029,"[prograsp forceps, prograsp forceps, nan, permanent cautery hook/spatula]"
9030,clip_009030,"[prograsp forceps, prograsp forceps, nan, permanent cautery hook/spatula]"
9031,clip_009031,"[needle driver, nan, needle driver, prograsp forceps]"
9032,clip_009032,"[needle driver, nan, needle driver, prograsp forceps]"
9033,clip_009033,"[needle driver, nan, needle driver, prograsp forceps]"
9034,clip_009034,"[needle driver, nan, needle driver, prograsp forceps]"
9035,clip_009035,"[needle driver, nan, needle driver, prograsp forceps]"
9036,clip_009036,"[needle driver, nan, needle driver, prograsp forceps]"
9037,clip_009037,"[needle driver, nan, needle driver, prograsp forceps]"
9038,clip_009038,"[needle driver, nan, needle driver, prograsp forceps]"
9039,clip_009039,"[needle driver, nan, needle driver, prograsp forceps]"
9040,clip_009040,"[needle driver, nan, needle driver, prograsp forceps]"
9041,clip_009041,"[needle driver, nan, needle driver, prograsp forceps]"
9042,clip_009042,"[needle driver, nan, needle driver, prograsp forceps]"
9043,clip_009043,"[needle driver, nan, needle driver, prograsp forceps]"
9044,clip_009044,"[needle driver, nan, needle driver, prograsp forceps]"
9045,clip_009045,"[needle driver, nan, needle driver, prograsp forceps]"
9046,clip_009046,"[needle driver, nan, needle driver, prograsp forceps]"
9047,clip_009047,"[needle driver, nan, needle driver, prograsp forceps]"
9048,clip_009048,"[needle driver, nan, needle driver, cadiere forceps]"
9049,clip_009049,"[needle driver, nan, needle driver, cadiere forceps]"
9050,clip_009050,"[needle driver, nan, needle driver, cadiere forceps]"
9051,clip_009051,"[needle driver, nan, needle driver, cadiere forceps]"
9052,clip_009052,"[needle driver, nan, needle driver, cadiere forceps]"
9053,clip_009053,"[needle driver, nan, needle driver, cadiere forceps]"
9054,clip_009054,"[needle driver, nan, needle driver, cadiere forceps]"
9055,clip_009055,"[needle driver, nan, needle driver, cadiere forceps]"
9056,clip_009056,"[needle driver, nan, needle driver, cadiere forceps]"
9057,clip_009057,"[needle driver, nan, needle driver, cadiere forceps]"
9058,clip_009058,"[needle driver, nan, needle driver, cadiere forceps]"
9059,clip_009059,"[needle driver, nan, needle driver, cadiere forceps]"
9060,clip_009060,"[needle driver, nan, needle driver, cadiere forceps]"
9061,clip_009061,"[needle driver, nan, needle driver, cadiere forceps]"
9062,clip_009062,"[needle driver, nan, needle driver, cadiere forceps]"
9063,clip_009063,"[needle driver, nan, needle driver, cadiere forceps]"
9064,clip_009064,"[needle driver, nan, needle driver, cadiere forceps]"
9065,clip_009065,"[needle driver, nan, needle driver, cadiere forceps]"
9066,clip_009066,"[needle driver, nan, needle driver, cadiere forceps]"
9067,clip_009067,"[needle driver, nan, needle driver, cadiere forceps]"
9068,clip_009068,"[needle driver, nan, needle driver, cadiere forceps]"
9069,clip_009069,"[needle driver, nan, needle driver, cadiere forceps]"
9070,clip_009070,"[needle driver, nan, needle driver, cadiere forceps]"
9071,clip_009071,"[needle driver, nan, needle driver, cadiere forceps]"
9072,clip_009072,"[needle driver, nan, needle driver, cadiere forceps]"
9073,clip_009073,"[needle driver, nan, needle driver, cadiere forceps]"
9074,clip_009074,"[needle driver, nan, needle driver, cadiere forceps]"
9075,clip_009075,"[needle driver, nan, needle driver, cadiere forceps]"
9076,clip_009076,"[needle driver, nan, needle driver, cadiere forceps]"
9077,clip_009077,"[needle driver, nan, needle driver, cadiere forceps]"
9078,clip_009078,"[needle driver, nan, needle driver, cadiere forceps]"
9079,clip_009079,"[needle driver, nan, needle driver, cadiere forceps]"
9080,clip_009080,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
9081,clip_009081,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
9082,clip_009082,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
9083,clip_009083,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
9084,clip_009084,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
9085,clip_009085,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
9086,clip_009086,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
9087,clip_009087,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
9088,clip_009088,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
9089,clip_009089,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
9090,clip_009090,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
9091,clip_009091,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
9092,clip_009092,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
9093,clip_009093,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
9094,clip_009094,"[needle driver, nan, needle driver, cadiere forceps]"
9095,clip_009095,"[needle driver, nan, needle driver, cadiere forceps]"
9096,clip_009096,"[needle driver, nan, needle driver, cadiere forceps]"
9097,clip_009097,"[needle driver, nan, needle driver, cadiere forceps]"
9098,clip_009098,"[needle driver, nan, needle driver, cadiere forceps]"
9099,clip_009099,"[needle driver, nan, needle driver, cadiere forceps]"
9100,clip_009100,"[needle driver, nan, needle driver, cadiere forceps]"
9101,clip_009101,"[needle driver, nan, needle driver, cadiere forceps]"
9102,clip_009102,"[needle driver, nan, needle driver, cadiere forceps]"
9103,clip_009103,"[needle driver, nan, needle driver, cadiere forceps]"
9104,clip_009104,"[needle driver, nan, needle driver, cadiere forceps]"
9105,clip_009105,"[needle driver, nan, needle driver, cadiere forceps]"
9106,clip_009106,"[needle driver, nan, needle driver, cadiere forceps]"
9107,clip_009107,"[needle driver, nan, needle driver, cadiere forceps]"
9108,clip_009108,"[needle driver, nan, needle driver, cadiere forceps]"
9109,clip_009109,"[needle driver, nan, needle driver, cadiere forceps]"
9110,clip_009110,"[needle driver, nan, needle driver, cadiere forceps]"
9111,clip_009111,"[needle driver, nan, needle driver, cadiere forceps]"
9112,clip_009112,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]"
9113,clip_009113,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]"
9114,clip_009114,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]"
9115,clip_009115,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]"
9116,clip_009116,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]"
9117,clip_009117,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]"
9118,clip_009118,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]"
9119,clip_009119,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]"
9120,clip_009120,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]"
9121,clip_009121,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]"
9122,clip_009122,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]"
9123,clip_009123,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]"
9124,clip_009124,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]"
9125,clip_009125,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]"
9126,clip_009126,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]"
9127,clip_009127,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]"
9128,clip_009128,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]"
9129,clip_009129,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]"
9130,clip_009130,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]"
9131,clip_009131,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]"
9132,clip_009132,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]"
9133,clip_009133,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]"
9134,clip_009134,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]"
9135,clip_009135,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]"
9136,clip_009136,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]"
9137,clip_009137,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]"
9138,clip_009138,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]"
9139,clip_009139,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]"
9140,clip_009140,"[needle driver, nan, needle driver, cadiere forceps]"
9141,clip_009141,"[needle driver, nan, needle driver, cadiere forceps]"
9142,clip_009142,"[needle driver, nan, needle driver, cadiere forceps]"
9143,clip_009143,"[needle driver, nan, needle driver, cadiere forceps]"
9144,clip_009144,"[needle driver, nan, needle driver, cadiere forceps]"
9145,clip_009145,"[needle driver, nan, needle driver, cadiere forceps]"
9146,clip_009146,"[needle driver, nan, needle driver, cadiere forceps]"
9147,clip_009147,"[needle driver, nan, needle driver, cadiere forceps]"
9148,clip_009148,"[needle driver, nan, needle driver, cadiere forceps]"
9149,clip_009149,"[needle driver, nan, needle driver, cadiere forceps]"
9150,clip_009150,"[needle driver, nan, needle driver, cadiere forceps]"
9151,clip_009151,"[needle driver, nan, needle driver, cadiere forceps]"
9152,clip_009152,"[needle driver, nan, needle driver, cadiere forceps]"
9153,clip_009153,"[needle driver, nan, needle driver, cadiere forceps]"
9154,clip_009154,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
9156,clip_009156,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
9157,clip_009157,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
9158,clip_009158,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
9159,clip_009159,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
9160,clip_009160,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
9161,clip_009161,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
9162,clip_009162,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
9163,clip_009163,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
9164,clip_009164,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
9165,clip_009165,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
9166,clip_009166,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
9167,clip_009167,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
9168,clip_009168,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
9169,clip_009169,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
9170,clip_009170,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
9171,clip_009171,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
9172,clip_009172,"[bipolar forceps, nan, bipolar forceps, cadiere forceps]"
9173,clip_009173,"[bipolar forceps, nan, bipolar forceps, cadiere forceps]"
9174,clip_009174,"[bipolar forceps, nan, bipolar forceps, cadiere forceps]"
9175,clip_009175,"[bipolar forceps, nan, bipolar forceps, cadiere forceps]"
9176,clip_009176,"[bipolar forceps, nan, bipolar forceps, cadiere forceps]"
9177,clip_009177,"[bipolar forceps, nan, bipolar forceps, cadiere forceps]"
9178,clip_009178,"[bipolar forceps, nan, bipolar forceps, cadiere forceps]"
9179,clip_009179,"[bipolar forceps, nan, bipolar forceps, cadiere forceps]"
9180,clip_009180,"[bipolar forceps, nan, bipolar forceps, cadiere forceps]"
9181,clip_009181,"[bipolar forceps, nan, bipolar forceps, cadiere forceps]"
9182,clip_009182,"[bipolar forceps, nan, bipolar forceps, cadiere forceps]"
9183,clip_009183,"[bipolar forceps, nan, bipolar forceps, cadiere forceps]"
9184,clip_009184,"[bipolar forceps, nan, bipolar forceps, cadiere forceps]"
9185,clip_009185,"[bipolar forceps, nan, bipolar forceps, cadiere forceps]"
9186,clip_009186,"[bipolar forceps, nan, bipolar forceps, cadiere forceps]"
9187,clip_009187,"[bipolar forceps, nan, bipolar forceps, cadiere forceps]"
9188,clip_009188,"[bipolar forceps, nan, bipolar forceps, cadiere forceps]"
9189,clip_009189,"[bipolar forceps, nan, bipolar forceps, cadiere forceps]"
9190,clip_009190,"[bipolar forceps, nan, bipolar forceps, cadiere forceps]"
9191,clip_009191,"[bipolar forceps, nan, clip applier , cadiere forceps]"
9192,clip_009192,"[bipolar forceps, nan, clip applier , cadiere forceps]"
9193,clip_009193,"[bipolar forceps, nan, vessel sealer, cadiere forceps]"
9194,clip_009194,"[bipolar forceps, nan, vessel sealer, cadiere forceps]"
9195,clip_009195,"[bipolar forceps, nan, vessel sealer, cadiere forceps]"
9196,clip_009196,"[needle driver, nan, needle driver, prograsp forceps]"
9197,clip_009197,"[needle driver, nan, needle driver, prograsp forceps]"
9198,clip_009198,"[needle driver, nan, needle driver, prograsp forceps]"
9199,clip_009199,"[needle driver, nan, needle driver, prograsp forceps]"
9200,clip_009200,"[needle driver, nan, needle driver, prograsp forceps]"
9201,clip_009201,"[needle driver, nan, needle driver, prograsp forceps]"
9202,clip_009202,"[needle driver, nan, needle driver, prograsp forceps]"
9203,clip_009203,"[needle driver, nan, needle driver, prograsp forceps]"
9204,clip_009204,"[needle driver, nan, needle driver, prograsp forceps]"
9205,clip_009205,"[needle driver, nan, needle driver, cadiere forceps]"
9206,clip_009206,"[needle driver, nan, needle driver, cadiere forceps]"
9207,clip_009207,"[needle driver, nan, needle driver, cadiere forceps]"
9208,clip_009208,"[needle driver, nan, needle driver, cadiere forceps]"
9209,clip_009209,"[needle driver, nan, needle driver, cadiere forceps]"
9210,clip_009210,"[needle driver, nan, needle driver, cadiere forceps]"
9211,clip_009211,"[needle driver, nan, needle driver, cadiere forceps]"
9212,clip_009212,"[needle driver, nan, needle driver, cadiere forceps]"
9213,clip_009213,"[needle driver, nan, needle driver, cadiere forceps]"
9214,clip_009214,"[needle driver, nan, needle driver, cadiere forceps]"
9215,clip_009215,"[needle driver, nan, needle driver, cadiere forceps]"
9216,clip_009216,"[needle driver, nan, needle driver, cadiere forceps]"
9217,clip_009217,"[needle driver, nan, needle driver, cadiere forceps]"
9218,clip_009218,"[needle driver, nan, needle driver, cadiere forceps]"
9219,clip_009219,"[needle driver, nan, needle driver, cadiere forceps]"
9220,clip_009220,"[needle driver, nan, needle driver, cadiere forceps]"
9221,clip_009221,"[needle driver, nan, needle driver, cadiere forceps]"
9222,clip_009222,"[needle driver, nan, needle driver, cadiere forceps]"
9223,clip_009223,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
9224,clip_009224,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
9225,clip_009225,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
9226,clip_009226,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
9227,clip_009227,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
9228,clip_009228,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
9229,clip_009229,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
9230,clip_009230,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
9231,clip_009231,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
9232,clip_009232,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
9233,clip_009233,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
9234,clip_009234,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
9235,clip_009235,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
9236,clip_009236,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
9237,clip_009237,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
9238,clip_009238,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
9239,clip_009239,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
9240,clip_009240,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
9241,clip_009241,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
9242,clip_009242,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
9243,clip_009243,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
9244,clip_009244,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
9245,clip_009245,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
9246,clip_009246,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
9247,clip_009247,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
9248,clip_009248,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]"
9249,clip_009249,"[needle driver, nan, needle driver, cadiere forceps]"
9250,clip_009250,"[needle driver, nan, needle driver, cadiere forceps]"
9251,clip_009251,"[needle driver, nan, needle driver, cadiere forceps]"
9252,clip_009252,"[needle driver, nan, needle driver, cadiere forceps]"
9253,clip_009253,"[needle driver, nan, needle driver, cadiere forceps]"
9254,clip_009254,"[needle driver, nan, needle driver, cadiere forceps]"
9255,clip_009255,"[needle driver, nan, needle driver, cadiere forceps]"
9256,clip_009256,"[needle driver, nan, needle driver, cadiere forceps]"
9257,clip_009257,"[needle driver, nan, needle driver, cadiere forceps]"
9258,clip_009258,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]"
9259,clip_009259,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]"
9260,clip_009260,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]"
9261,clip_009261,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]"
9262,clip_009262,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]"
9263,clip_009263,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]"
9264,clip_009264,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]"
9265,clip_009265,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]"
9266,clip_009266,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]"
9267,clip_009267,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]"
9268,clip_009268,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]"
9269,clip_009269,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]"
9270,clip_009270,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]"
9271,clip_009271,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]"
9272,clip_009272,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]"
9273,clip_009273,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]"
9274,clip_009274,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]"
9275,clip_009275,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]"
9276,clip_009276,"[bipolar forceps, nan, clip applier , grasping retractor]"
9277,clip_009277,"[bipolar forceps, nan, clip applier , grasping retractor]"
9278,clip_009278,"[bipolar forceps, nan, clip applier , grasping retractor]"
9279,clip_009279,"[bipolar forceps, nan, clip applier , grasping retractor]"
9280,clip_009280,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]"
9281,clip_009281,"[needle driver, nan, needle driver, cadiere forceps]"
9282,clip_009282,"[needle driver, nan, needle driver, cadiere forceps]"
9283,clip_009283,"[needle driver, nan, needle driver, cadiere forceps]"
9284,clip_009284,"[needle driver, nan, needle driver, cadiere forceps]"
9285,clip_009285,"[needle driver, nan, needle driver, cadiere forceps]"
9286,clip_009286,"[needle driver, nan, needle driver, cadiere forceps]"
9287,clip_009287,"[needle driver, nan, needle driver, cadiere forceps]"
9288,clip_009288,"[needle driver, nan, needle driver, cadiere forceps]"
9289,clip_009289,"[needle driver, nan, needle driver, cadiere forceps]"
9290,clip_009290,"[needle driver, nan, needle driver, cadiere forceps]"
9291,clip_009291,"[needle driver, nan, needle driver, cadiere forceps]"
9292,clip_009292,"[needle driver, nan, needle driver, cadiere forceps]"
9293,clip_009293,"[needle driver, nan, needle driver, cadiere forceps]"
9294,clip_009294,"[needle driver, nan, needle driver, cadiere forceps]"
9295,clip_009295,"[needle driver, nan, needle driver, cadiere forceps]"
9296,clip_009296,"[needle driver, nan, needle driver, cadiere forceps]"
9297,clip_009297,"[needle driver, nan, needle driver, cadiere forceps]"
9298,clip_009298,"[needle driver, nan, needle driver, cadiere forceps]"
9299,clip_009299,"[needle driver, nan, needle driver, cadiere forceps]"
9300,clip_009300,"[needle driver, nan, needle driver, cadiere forceps]"
9301,clip_009301,"[needle driver, nan, needle driver, cadiere forceps]"
9302,clip_009302,"[needle driver, nan, needle driver, cadiere forceps]"
9303,clip_009303,"[needle driver, nan, needle driver, cadiere forceps]"
9304,clip_009304,"[needle driver, nan, needle driver, cadiere forceps]"
9305,clip_009305,"[needle driver, nan, needle driver, cadiere forceps]"
9306,clip_009306,"[needle driver, nan, needle driver, cadiere forceps]"
9307,clip_009307,"[needle driver, nan, needle driver, cadiere forceps]"
9308,clip_009308,"[needle driver, nan, needle driver, cadiere forceps]"
9309,clip_009309,"[needle driver, nan, needle driver, cadiere forceps]"
9310,clip_009310,"[needle driver, nan, needle driver, cadiere forceps]"
9311,clip_009311,"[needle driver, nan, needle driver, cadiere forceps]"
9312,clip_009312,"[needle driver, nan, needle driver, cadiere forceps]"
9313,clip_009313,"[needle driver, nan, needle driver, cadiere forceps]"
9314,clip_009314,"[needle driver, nan, needle driver, cadiere forceps]"
9315,clip_009315,"[needle driver, nan, needle driver, cadiere forceps]"
9316,clip_009316,"[needle driver, nan, needle driver, cadiere forceps]"
9317,clip_009317,"[needle driver, nan, needle driver, cadiere forceps]"
9318,clip_009318,"[needle driver, nan, needle driver, cadiere forceps]"
9319,clip_009319,"[needle driver, nan, needle driver, cadiere forceps]"
9320,clip_009320,"[needle driver, nan, needle driver, cadiere forceps]"
9321,clip_009321,"[needle driver, nan, needle driver, cadiere forceps]"
9322,clip_009322,"[needle driver, nan, needle driver, cadiere forceps]"
9323,clip_009323,"[needle driver, nan, needle driver, cadiere forceps]"
9324,clip_009324,"[needle driver, nan, needle driver, cadiere forceps]"
9325,clip_009325,"[needle driver, nan, needle driver, cadiere forceps]"
9326,clip_009326,"[needle driver, nan, needle driver, cadiere forceps]"
9327,clip_009327,"[needle driver, nan, needle driver, cadiere forceps]"
9328,clip_009328,"[needle driver, nan, needle driver, cadiere forceps]"
9329,clip_009329,"[needle driver, nan, needle driver, cadiere forceps]"
9330,clip_009330,"[needle driver, nan, needle driver, cadiere forceps]"
9331,clip_009331,"[needle driver, nan, needle driver, cadiere forceps]"
9332,clip_009332,"[needle driver, nan, needle driver, cadiere forceps]"
9333,clip_009333,"[needle driver, nan, needle driver, cadiere forceps]"
9334,clip_009334,"[needle driver, nan, needle driver, cadiere forceps]"
9335,clip_009335,"[needle driver, nan, needle driver, cadiere forceps]"
9336,clip_009336,"[needle driver, nan, needle driver, cadiere forceps]"
9337,clip_009337,"[needle driver, nan, needle driver, cadiere forceps]"
9338,clip_009338,"[needle driver, nan, needle driver, cadiere forceps]"
9339,clip_009339,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]"
9340,clip_009340,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]"
9341,clip_009341,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]"
9342,clip_009342,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]"
9343,clip_009343,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]"
9344,clip_009344,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]"
9345,clip_009345,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]"
9346,clip_009346,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]"
9347,clip_009347,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]"
9348,clip_009348,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]"
9349,clip_009349,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]"
9350,clip_009350,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]"
